2582620	22.8
8086613	68.38
4692328	31.42
4959061	46.54
7190606	21.61
8183929	83.03
5665073	86.57
8286458	99.78
1435191	97.05
9496697	84.19
1640495	78.44
3641554	38.73
3664076	41.41
3966995	72.91
2467706	47.12
3804395	33.28
2066009	53.09
6819736	44.71
8611341	59.39
4253837	45.16
1291826	76.84
2123641	44.7
6986123	24.24
8516977	75.78
4421614	65.05
3928799	56.61
7770891	84.27
8588625	29.54
1570229	68.25
9060362	30.5
8547494	26.33
8394841	35.92
4029707	88.42
2458718	33.39
2736907	89.95
1888053	75.05
8841491	89.72
5324484	56.89
2265953	77.88
2189390	42.39
1873227	27.49
9551194	76.99
9938743	32.42
8719958	40.08
6246457	85.45
9234800	25.82
7768375	62.51
5043246	88.11
8384265	39.3
7517998	63.87
8791662	35.91
2943884	64.46
6163392	79.92
4791799	79.36
2139025	90.18
4656195	80.61
9274831	50.15
7763601	36.43
3537032	68.89
8263763	34.85
3670535	67.08
6047009	48.54
8557978	49.92
8488316	38.05
6199821	65.28
7432410	70.92
2996862	30.46
9668403	47.58
5365283	29.2
5394517	29.73
6744635	76.1
1078280	34.75
8525818	56.92
9331385	59.63
6726583	32.99
2484771	88.01
7606665	81.39
8265665	39.03
3645251	31.69
1053543	54.77
9205194	51.43
1824628	72.83
2068196	33.6
7448497	81.94
7860092	27.65
9880195	24.2
8598891	51.28
4148856	41.6
7115414	58.76
2692549	70.02
6396680	50.37
3782544	75.7
1852602	74.16
6411157	24.0
2213025	44.48
4451272	67.52
1791808	32.51
9463758	58.05
5093131	22.63
5835632	49.28
7145096	40.52
9981836	63.89
2920737	24.83
9434691	35.72
5647185	81.19
8049361	67.1
9265797	73.26
5896651	55.86
3640335	30.73
6172315	41.9
5140733	24.41
7283867	58.28
4155682	70.03
4806339	24.93
5367358	60.76
5965931	31.47
7260997	33.88
5833786	44.07
9260287	74.99
5427696	27.78
4067574	39.88
9900420	94.49
8883820	87.94
7439008	58.49
1763828	66.11
3270350	86.99
8662236	63.46
2806205	53.2
4690249	69.41
1652362	66.29
2715058	85.19
7398823	22.0
4322741	28.88
1031141	35.69
3105159	22.2
6006803	78.83
7925450	97.68
8633172	58.56
1027201	70.18
7366780	69.61
7609775	94.64
1804340	25.63
7593749	46.68
8756128	24.03
3509793	36.38
8089906	57.19
4954138	30.21
9241881	89.14
5695253	71.72
4043536	21.55
6578324	71.48
2926941	44.58
6732292	89.64
5870208	23.96
3977059	58.62
9401407	79.94
1309853	29.68
1231807	88.83
7275606	47.72
3851336	38.21
7764046	67.29
1199437	52.01
5845286	69.1
8066594	70.72
5971948	55.0
6644624	67.08
1005275	33.88
2915352	61.34
6784584	68.19
2566578	83.9
8813855	70.84
2912662	68.35
1163892	29.4
3872135	88.39
3865068	85.15
1464769	51.49
8862579	89.71
4838983	85.1
5947809	79.19
8514863	92.83
5135584	57.31
3670999	28.88
7766088	60.27
8903970	29.28
5241992	86.99
4669885	27.41
9901643	81.72
6411524	63.05
3248701	82.44
5572031	39.26
5183480	65.75
5330546	66.76
6206195	69.05
5422407	23.22
3349635	48.5
8118837	85.36
1135736	85.36
2102183	26.54
4332471	43.66
2904852	99.03
9528949	75.67
5686023	65.59
8009146	23.12
6644135	38.1
9320821	68.06
1684011	41.09
1084760	62.58
5455827	35.34
4424482	61.14
7530163	49.6
8720876	58.79
6984351	77.54
1332060	23.98
7830958	26.1
1847261	52.8
1617364	70.62
5752508	50.12
2388249	50.21
3987883	59.98
1234926	54.7
1761991	66.29
8890071	59.75
9834123	52.04
6554028	88.68
4101650	66.81
5666555	66.62
8401929	87.3
3285211	20.8
9288775	54.69
5960801	72.62
8713927	84.74
6136616	49.25
9471358	52.56
5919956	81.31
9018251	25.09
6710760	67.79
1123424	89.66
3387958	88.28
8463886	29.09
2976704	70.58
6845368	91.36
9415805	77.41
3038902	61.77
7724732	71.13
6422333	57.78
9126278	48.82
2383353	49.64
3859346	82.24
7954765	78.34
9406595	21.18
9477985	89.93
4685484	52.23
