7273603	52.5
2318532	74.53
3087457	43.94
4644128	60.62
2405367	26.23
5256528	79.81
9871115	44.68
2544914	40.87
1576009	75.34
7831219	27.07
7401213	35.13
2469021	78.84
9442706	27.03
5579138	66.2
2762179	43.12
7996645	67.81
6819044	23.08
8853144	45.13
2825712	81.63
9366541	40.2
1649424	68.37
3887812	99.66
2296520	45.73
2601844	46.9
2548070	59.67
8686662	23.42
9059167	88.32
3006631	71.82
3664871	44.07
2999779	42.64
5333149	59.85
2677888	26.84
5880207	59.87
7668863	27.08
5649042	23.83
6001364	56.97
4050060	53.29
3063652	98.36
3669843	56.42
8888500	28.21
5427839	29.83
1367444	89.05
2631473	48.54
2424677	43.51
9094609	96.33
4817126	85.23
7119330	54.84
4966880	61.51
2842401	58.3
1085668	27.63
8846066	54.19
6490966	21.94
3868900	30.8
4176877	81.4
5613582	73.49
4332231	85.28
5887529	22.26
9975503	22.59
9664862	25.16
5983402	98.16
4970603	72.86
5687222	92.14
6265198	40.62
7822935	20.14
2802708	99.27
9337645	55.43
3709430	36.75
4605179	81.03
1181305	72.65
6951399	30.34
1268651	33.76
9626170	76.97
6520905	98.53
8392164	23.68
9796878	45.87
4169397	38.04
4994085	48.0
1077851	63.8
8649472	68.59
5694053	63.78
8043981	90.49
5550140	20.03
5239591	51.07
9618851	29.8
2201574	72.59
4737264	30.46
1192391	88.08
5757589	42.62
5159794	25.14
1351202	74.69
1573619	54.49
7700246	21.37
2265355	67.87
9055050	56.83
8758184	54.0
4581232	79.28
1917261	95.45
1160008	66.34
3473346	31.24
3019391	41.41
7189909	45.93
4359934	43.18
1743809	83.43
9027999	71.26
5256059	72.25
2471322	79.59
3717788	54.23
8015450	25.24
3120358	27.6
7965762	85.21
1264575	47.57
2155849	58.13
7558702	92.08
5101362	81.0
3733608	97.87
9794527	34.94
7355992	97.43
1644465	44.83
8615736	61.6
4971556	55.45
7222955	32.91
9885520	46.89
7684370	85.88
3544198	86.0
3893464	96.99
8922223	30.32
4999241	31.82
5543417	77.19
5842526	36.99
1972323	84.24
4082952	75.18
3595463	42.54
1924852	60.44
2800221	71.53
1831707	39.83
1986976	54.05
8784373	32.55
2901524	64.54
2390880	67.37
2341871	89.51
3041847	29.86
7227115	58.86
1155223	24.46
4363776	78.62
7721061	75.62
3868826	23.77
5569754	77.95
9372760	79.48
9272326	25.08
8182407	46.34
4612451	41.4
6949894	52.59
5283575	79.42
2483827	81.42
9357739	96.97
3349024	84.41
6599373	26.73
9427877	47.31
6672749	21.78
8851213	78.69
6928812	80.3
3100251	99.49
2131735	43.65
1113135	49.38
3786828	61.0
1009113	63.46
8065768	26.7
5619813	36.41
5933170	34.06
1737144	22.55
6658313	61.42
5637683	86.05
6225025	22.69
1149817	94.18
3590318	31.36
9155401	46.52
4283667	60.09
4838248	61.98
7997209	23.19
8900378	40.94
1662291	67.15
9466891	92.55
2952059	67.59
4396467	40.57
9751426	21.54
4296141	50.14
4332990	46.05
4194512	22.37
3404152	94.75
6909936	98.28
5531025	93.46
1734918	42.46
4973027	56.85
7761248	20.94
1944337	86.78
1686487	34.86
2207939	27.78
2927559	88.48
9795035	24.15
1900406	64.7
8297836	94.7
9331276	51.26
5359633	28.75
7122984	22.43
3771171	35.75
5140615	32.77
1528349	99.0
4362692	88.0
4261351	97.51
5752247	58.66
5695677	87.07
4790729	73.41
3296313	74.94
7445580	97.79
1972668	70.65
8547516	68.35
8470161	49.86
4960036	49.12
6896018	65.91
3913193	38.14
5523403	78.25
6180454	78.28
1714855	24.12
9891559	33.82
3492909	46.52
9179952	87.93
2994392	40.07
3469638	61.24
7796985	68.27
7925797	45.31
8411805	91.49
3349566	79.05
1771921	36.21
1860287	80.67
4616032	52.73
1549295	34.04
6611104	38.65
3568864	90.42
2702962	39.01
5753972	57.33
8011356	66.73
8233289	50.55
2024059	65.65
8482555	71.86
1085445	27.86
2217183	27.56
8941823	68.43
3235838	98.02
9586803	40.8
8942104	25.12
7534169	86.56
5792064	47.74
8005688	57.57
6011492	47.38
1748630	35.08
5295274	41.58
4402859	98.33
7321183	39.11
4628711	57.36
4323502	36.14
8506034	30.18
7861225	58.87
9000682	90.99
2693751	25.25
1284691	73.42
